"Checkout totals sort order","總額計算順序"
"Click to change shipping method","點擊以更換配送方式"
"Color","顏色："
"Closed","已關閉"
"Comment","備註"
"Comment Text","備註文字"
"Comments","備註"
"Comments History","備註歷史"
"Complete","完成"
"Country","國家"
"Coupons","優惠券"
"Create","創建"
"Create New Customer","創建新顧客"
"Create New Order","創建新訂單"
"Create New Order for %s","給%s創建新訂單"
"Create New Order for %s in %s","在%s裡給%s創建新訂單"
"Create New Order for New Customer","給新顧客創建新訂單"
"Create New Order for New Customer in %s","在%s裡給新顧客創建新訂單"
"Create Shipment","創建貨單"
"Create new invoice for order","給訂單創建新發票"
"Create new shipment for order","給訂單創建新貨單"
"Created At","創建於"
"Credit Memo","退貨備註"
"Credit Memo #","退貨備註#"
"Credit Memo # ","退貨備註# "
"Credit Memo Comment Email Sender","退貨備註評論郵件發件人"
"Credit Memo Comment Email Template","退貨備註評論郵件模版"
"Credit Memo Comment Email Template for Guest","訪客用的退貨備註評論郵件模版"
"Credit Memo Comments","退貨備註評論"
"Credit Memo Email Sender","退貨備註郵件發件人"
"Credit Memo Email Template","退貨備註郵件模版"
"Credit Memo Email Template for Guest","訪客用的退貨備註郵件模版"
"Credit Memo Update","退貨備註更新"
"Credit Memo Update for Guest","給訪客用的退貨備註更新"
"Credit Memo email not sent","未發送退款記錄郵件"
"Credit Memo email sent","已發送退款記錄郵件"
"Credit Memos","退貨備註"
"Creditmemo","退貨備註"
"Custom Options","自定義選項"
"Custom Price","自定義價格"
"Custom Value","自定義值"
"Customer","顧客"
"Customer Group","顧客組別"
"Customer Name","顧客名字"
"Customer's Current Activities","顧客現有的活動"
"Date","訂單日期"
"Date Shipped","出貨時間"
"Date of Birth","出生日期"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","默認商標，用於PDF和HTML 文件。<br />(jpeg, tiff, png)"
"Delete","刪除"
"Description message","說明信息"
"Discount","折扣"
"Discount ","優惠 "
"Discount (%s)","折扣（%s）"
"Discount :","優惠："
"Discount Amount","折扣金額"
"Discount%s","優惠%s"
"Display Order ID in Header","顯示訂單ID於頭部（Header）"
"Document","文檔"
"Edit","編輯"
"Edit Gift Messsage","修改禮物留言"
"Edit Order #%s","修改訂單#%s"
"Email","電郵"
"Email Copy of Credit Memo","退貨備註電郵 （copy?)"
"Email Copy of Invoice","發送發票副本電子郵件"
"Email Copy of Shipment","發送配送記錄副本郵件"
"Email Order Confirmation","訂單確認電郵"
"Enable","啟用"
"Enabled","已啟用"
"Error to show in shopping cart","購物車錯誤提示"
"Excl. Tax","不含稅"
"From","從"
"From Name","From 名字"
"From:","從:"
"G.T. (Base)","G.T.（基準）"
"G.T. (Purchased)","G.T.(已購買)"
"Get shipping methods and rates","讀取配送方式和運費"
"Gift","禮物"
"Gift Certificate","禮物收據"
"Gift Message","禮物留言"
"Gift Message for Entire Order","整個訂單的禮物留言"
"Gift Message for this Order","該訂單的禮物留言"
"Grand Total","總計"
"Grand Total to be charged","應付款總計"
"Grand Total:","總計："
"Guest","訪客"
"Hold","未受理"
"Hold action is not available","等待操作不可用"
"Hold order","未受理的訂單"
"ID","編號"
"If empty, the default description above will be used","放空則使用缺省說明信息"
"If empty, the default error above will be used","放空則使用缺省提示。"
"If you choose not to receive shopping bag for eco-friendliness, please add a ""No shopping bag"" remark here.","如果您不想收到購物袋，請在備註欄註明""不要購物袋""。"
"Incl. Tax","含稅"
"Information","信息"
"Invalid carrier specified.","指定的物流商無效。"
"Invalid item option format","商品選項格式不正確"
"Invalid qty to invoice item ""%s"""," ""%s""發票件數無效。"
"Invalid qty to refund item ""%s""","""%s""退貨件數無效"
"Invalid qty to ship for item ""%s""","無效的""%s""出貨件數"
"Invalid renderer model","無效的輸出程序模式(renderer model)"
"Invalid request for adding product to quote","添加商品到報價單的請求不正確"
"Invoice","發票"
"Invoice #","發票#"
"Invoice # ","發票# "
"Invoice #%s","發票#%s"
"Invoice Comment Email Sender","發票評論郵件發件人"
"Invoice Comment Email Template","發票評論郵件模版"
"Invoice Comment Email Template for Guest","訪客用的發票評論郵件模版"
"Invoice Comments","發票評論"
"Invoice Date","發票日期"
"Invoice Email Sender","發票郵件發件人"
"Invoice Email Template","發票郵件模版"
"Invoice Email Template for Guest","訪客用的發票郵件模版"
"Invoice Update","發票更新"
"Invoice Update for Guest","給訪客用的發票更新"
"Invoice and Packing Slip Design","發票和包裝單設計"
"Invoice can not be canceled","無法取消發票"
"Invoice can not be captured","無法接收發票"
"Invoice can not be void","無法將發票作廢"
"Invoice cancel problem","取消發票出現問題"
"Invoice capture problem","接收發票出現問題"
"Invoice email not sent","發票郵件未發送"
"Invoice email sent","發票郵件已發送"
"Invoice void problem","發票註銷問題"
"Invoiced","發票已發出"
"Invoices","發票"
"Item","商品"
"Item Status","商品狀態"
"Item object is not specified.","商品實體未被指定。"
"Item option with code %s already exist","代碼為 %s 的商品選項已存在"
"Item options declare error","聲明商品選項出現錯誤"
"Item ordered qty","已訂購的件數"
"Item qty declare error","公佈商品數量出現錯誤"
"Items Invoiced","商品發票已發出"
"Items Ordered","訂購的商品"
"Items Refunded","退回的商品"
"Items Shipped","寄出的商品"
"Items options declare error.","聲明商品選項出現錯誤。"
"Items to Invoice","發票商品"
"Items to Refund","退訂的商品"
"Items to Ship","要寄出的商品"
"Last ordered items","最後訂購商品"
"Link to the new order","新訂單的鏈接"
"Link to the previous order","歷史訂單的鏈接"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","商標僅用於HTML文件，若留空，默認的商標將被使用<br />(jpeg, gif, png)"
"Logo for HTML print view","HTML 打印視圖 Logo "
"Logo for PDF print-outs (200x50)","PDF 輸出 Logo (200x50)"
"Message","內容"
"Message:","內容："
"Minimum amount","最小金額"
"Minimum order amount","最小訂單金額"
"Mixed","混合"
"Move to Shopping Cart","移至購物車"
"Move to Wishlist","移至收藏"
"Multi-address description message","多地址結帳說明信息"
"Multi-address error to show in shopping cart","多地址結帳購物車錯誤提示"
"My Orders","我的訂單"
"My Orders - Details","我的訂單 - 詳情"
"Name","姓名"
"New","新"
"New Credit Memo","退款備註"
"New Credit Memo for Guest","給訪客用的退款備註"
"New Invoice","新發票"
"New Invoice for Guest","給訪客用的新發票"
"New Order","新訂單"
"New Order Confirmation Email Sender","新訂單確認郵件發件人"
"New Order Confirmation Template","新訂單確認模版"
"New Order Confirmation Template for Guest","給訪客用的新訂單確認模版"
"New Order RSS","新訂單RSS"
"New Order for Guest","給訪客用的新訂單"
"New Shipment","新貨單"
"New Shipment for Guest","給訪客用的新貨單"
"New Status","新狀態"
"Newsletter Subscription","Newsletter訂閱"
"No Items","新商品"
"No Items To Refund","沒有可退訂的商品"
"No Payment Methods","無支付方式"
"No detail for number ""%s""","運單號""%s""沒有詳情"
"No items","無商品"
"No ordered items","沒訂購的商品"
"No shipping information available","沒配送信息"
"Not Capture","未被截取"
"Not Notified","未被提示"
"Notified","已提示"
"Notify Customer","通知客戶"
"Number","次數"
"On Hold","未受理"
"Order","訂單"
"Order #","訂單#"
"Order # ","訂單# "
"Order # %s","訂單 # %s"
"Order #%s","訂單#%s"
"Order #%s - %s","訂單#%s - %s"
"Order API","訂單API"
"Order Comment","訂單備註"
"Order Comment Email Sender","訂單備註郵件發件人"
"Order Comment Email Template","訂單備註郵件模版"
"Order Comment Email Template for Guest","給訪客用的訂單備註郵件模版"
"Order Comments","訂單備註"
"Order Credit Memos","訂單退訂備註"
"Order Currency:","訂單貨幣："
"Order Date","訂購日"
"Order Date (%s)","訂購日（%s）"
"Order Date: ","訂單日期："
"Order Date: %s","訂購日期：%s"
"Order Details","訂單詳情"
"Order Grand Total","訂單總計"
"Order History","訂單歷史"
"Order Information","訂單詳情"
"Order Invoices","訂單發票"
"Order Shipments","訂單貨單"
"Order Status","訂單狀態"
"Order Subtotal","訂單小計"
"Order Subtotal:","訂單小計："
"Order Total","訂單金額"
"Order Totals","訂單金額"
"Order Update","訂單更新"
"Order Update for Guest","給訪客用的訂單更新"
"Order View","查看訂單"
"Order invoice","訂單發票"
"Order object is not specified.","訂單未被指定。"
"Order saving error: %s","儲存訂單的錯誤信息%s"
"Order shipments","訂單貨單"
"Order was not cancelled.","訂單未取消。"
"Order was not put on hold.","訂單未掛起。"
"Order was not unholded.","訂單未釋放。"
"Order was placed using %s","使用%s的訂單"
"Order was successfully cancelled.","成功取消訂單。"
"Order was successfully put on hold.","成功掛起訂單。"
"Order was successfully released from holding status.","成功解除訂單鎖定狀態。"
"Ordered","已訂購"
"Orders","訂單"
"Original Price","原價"
"PDF Credit Memos","PDF退貨備註"
"PDF Invoices","PDF發票"
"PDF Packingslips","PDF包裝條"
"PDF Print-outs","PDF打印頁"
"PDF object is not specified.","沒指定的PDF文件。"
"PDF page object is not specified.","沒指定的PDF文件頁。"
"Packingslip # ","包裝條# "
"Paid","已付"
"Paid Amount","已付款額"
"Partial","部分"
"Payment Failed","支付失敗"
"Payment Information","支付信息"
"Payment Method","支付方式"
"Payment Method:","支付方式："
"Pending","等待"
"Pending PayPal","等待 PayPal 支付"
"Pending Payment","等待的支付"
"Placed from IP","購買者的IP"
"Please enter positive number in this field.","請在該欄中填入正數。"
"Please select a customer","請選擇客戶"
"Please select a store","請選擇商店"
"Please select products to add","請選擇要增加的商品"
"Price","價格"
"Print","打印"
"Print All","打印全部"
"Print All Invoices","打印所有發票"
"Print All Refunds","打印所有退單"
"Print All Shipments","打印所有配送貨單"
"Print Credit Memos","打印退貨備註"
"Print Invoice","打印發票"
"Print Invoices","打印發票"
"Print Order","打印訂單"
"Print Order # %s","打印訂單# %s"
"Print Packingslips","P打印包裹條"
"Print Refund","打印推單"
"Print Shipment","打印配送貨單"
"Processing","處理中"
"Processing data problem","處理數據錯誤"
"Product","商品"
"Product Name","貨品"
"Products","商品"
"Products in Compare List","比較商品"
"Purchased From","購自"
"Purchased On","購買於"
"Purchased from (store)","購自 (商店)"
"QTY","數量"
"Qty","數量"
"Qty Invoiced","發票件數"
"Qty Ordered","訂購件數"
"Qty Shipped","已出貨件數"
"Qty To Add","加入的件數"
"Qty to Invoice","給發票的件數"
"Qty to Refund","退貨件數"
"Qty to Ship","出貨件數"
"Recent Orders","最近的訂單"
"Recently Compared Products","最近比較的商品"
"Recently Viewed","最近瀏覽過的"
"Recently Viewed Products","最近查看的商品"
"Refresh","刷新"
"Refund","退款"
"Refund #","退款#"
"Refund #%s","退款#%s"
"Refund Amount","退款額"
"Refund Offline","非上線退款"
"Refund Shipping","配送退款"
"Refund Totals","退款總額"
"Refunded","已退款"
"Refunds","退款"
"Remove","刪除"
"Remove item","刪除"
"Remove Coupon Code","刪除優惠券碼"
"Remove tracking number","刪除物流追蹤號"
"Reorder","重新購買"
"Retrieve invoice info","讀取發票信息"
"Retrieve invoice information","讀取發票信息"
"Retrieve list of invoices by filters","於過濾器內讀取發票列表"
"Retrieve list of orders by filters","過濾方式讀取訂單列表"
"Retrieve list of shipments by filters","過濾方式讀取貨單列表"
"Retrieve order information","讀取訂單信息"
"Retrieve orders info","讀取訂單信息"
"Retrieve shipment info","讀取貨單信息"
"Retrieve shipment information","讀取貨單信息"
"Return to Stock","返回庫存－－"
"Returned","退回"
"Row Subtotal","Row小計"
"Row Total","Row合計"
"SHIP TO:","發送至："
"SKU","商品號碼"
"SOLD TO:","賣給："
"Sales","銷售"
"Sales Emails","銷售電郵"
"Sales Emails Section","銷售電郵單元"
"Sales Section","銷售單元"
"Same As Billing Address","與賬單地址一致"
"Save and Close Message","保存並關閉信息"
"Save in address book","儲存至地址簿"
"Season","季節"
"Select from existing customer addresses:","選擇自已存在的顧客地址："
"Send Credit Memo Comment Email Copy To","發送退款記錄備註副本郵件到"
"Send Credit Memo Email Copy To","發送退款記錄副本郵件到"
"Send Invoice Comment Email Copy To","發送發票備註郵件的副本到"
"Send Invoice Email Copy To","發送發票郵件的副本到"
"Send Order Comment Email Copy To","發送訂單備註郵件的副本到"
"Send Order Email Copy Method","訂購郵件副本發送方式"
"Send Order Email Copy To","發送訂單郵件的副本到"
"Send Shipment Comment Email Copy To","發送配送備註郵件的副本到"
"Send Shipment Email Copy To","發送配送郵件的副本到"
"Send Tracking Information","發送物流追蹤信息"
"Ship","配送"
"Ship to","收貨人"
"Ship to First name","收貨人名字"
"Ship to Last name","收貨人姓氏"
"Ship to Name","配送的名字"
"Shipment","貨單"
"Shipment #","貨單#"
"Shipment #%s","貨單#%s"
"Shipment Comment Email Sender","貨單備註郵件發件人"
"Shipment Comment Email Template","貨單備註郵件模版"
"Shipment Comment Email Template for Guest","給訪客用的貨單備註郵件模版"
"Shipment Comments","貨單備註"
"Shipment Email Sender","貨單郵件發件人"
"Shipment Email Template","貨單郵件模版"
"Shipment Email Template for Guest","給訪客用的貨單郵件模版"
"Shipment Update","貨單更新"
"Shipment Update for Guest","給訪客用的貨單更新"
"Shipment email not sent","配送郵件未發出"
"Shipment email sent","配送郵件已發出"
"Shipments","貨單"
"Shipped","已配送"
"Shipped By","配送者"
"Shipping","運費"
"Shipping & Handling","運費"
"Shipping & Handling:","配送及搬運："
"Shipping &amp; Handling","運費"
"Shipping &amp; Handling Information","配送和處理信息"
"Shipping Address","配送地址"
"Shipping Amount","運費"
"Shipping Information","配送信息"
"Shipping Method","配送方法"
"Shipping Method:","配送方法"
"Shipping Refund","運費退款"
"Shipping and Tracking Information","配送和物流追蹤信息"
"Signed Up From","註冊於"
"Sku","商品號碼"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","某些商品的數量超過限制，，請減少數量後結帳。"
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","以下部分產品選項不完整。請將其刪除、補充所有必選項再重新添加。"
"Sorry, no quotes are available for this order at this time.","對不起，目前沒有該訂單的報價。"
"Source object is not specified.","沒指定的源文件。"
"State/Province","省份"
"Status","狀態"
"Store Credit","商店退款"
"Submit Comment","提交備註"
"Submit Credit Memo","提交退貨備註"
"Submit Invoice","提交發票"
"Submit Order","提交訂單"
"Submit Shipment","提交貨單"
"Subscribe to Newsletter","Newsletter訂閱"
"Subscribe to Order Status","訂單狀態訂閱"
"Subtotal","商品金額"
"Subtotal after discount","折扣後總額"
"Subtotal:","商品金額："
"TAX/VAT Number","稅號/增值稅號碼"
"Tax","稅"
"Tax :","稅："
"Tax Amount","稅額"
"Tax Percent","稅率百分比"
"Telephone","電話"
"The item %s (SKU %s) doesn't exist in the catalog anymore","商品%s (SKU %s)已不在目錄中"
"There are no printable documents related to selected orders","沒有已選訂單的相關可打印文檔"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","當折扣後總額低於最小金額什，此信息將在購物車顯示。"
"This order no longer exists.","該訂單已不存在。"
"Tier Pricing","分層定價"
"Title","標題"
"To","給"
"To Name","發給人名字"
"To:","給："
"Total %d product(s)","共%d商品"
"Total Due","總欠額"
"Total Paid","已付總額"
"Total Qty","總件數"
"Total Refund","總退款"
"Total Refunded","總退款"
"Total Shipping Charges","運費全計"
"Total Tax","稅額全計"
"Total(ex)","總計(不含)"
"Total(inc)","總計(包含)"
"Track Order","追蹤訂單"
"Track all shipment(s)","追蹤所有的貨單"
"Track all shipments","追蹤所有的貨單"
"Track this shipment","追蹤此貨單"
"Track your order","查詢物流信息"
"Tracking","物流追蹤"
"Tracking Number","物流追蹤號"
"Tracking Number(s)","查詢號/運單號"
"Unhold","受理"
"Unhold order","受理訂單"
"Unknown State","未知的省份"
"Unknown Status","未知的省份"
"Update Changes","更新修改"
"Update Items and Qty's","更新商品和件數"
"Update Qty's","更新件數"
"Validate each address separately in multi-address checkout","使用多地址結帳時對每個地址分別進行驗證"
"View","顯示"
"View All","查看全部"
"View Order","查看訂單"
"Void","註銷"
"Void invoice","註銷發票"
"Waybill No.","運單號"
"Website","網站"
"Wishlist","收藏"
"You have placed no orders.","暫時沒有下訂單。"
"ZIP/Post Code","郵編"
"separate by "",""","用"",""分開"
"My Orders","My Orders"
"Shop by Look","搭配建議"
"SHOP NOW","立即購買"
"Out of stock","缺貨"
"Order No.","訂單號"
"Recipient","收件人"
"Items Ordered","已購貨品"
"Style No.","款號"
"Size","尺碼："
"Proceed to Payment","確認支付"
"Exchange Complete","換貨完成"
"Return Pending","退貨等待"
"Return Received","退貨已接收"
"Free","免郵費"
"Fixed","固定郵費"
"BDT Notified","處理中"
"Resolved (Canceled and HKAS400 Notified)","已取消"
"Resolved (Exchanged)","已換貨"
