"Provide a complete base URL for SSL connection. For example: %s","給SSL連線提供一個完整的基準URL，例如： %s"
"Report All Bugs","報告所有錯誤"
"Required Fields","必選項"
"Run admin interface with SSL","使用SSL於後台模版界面"
"Run this in your shell from Magento root folder:","在shell裡的Magento主文件夾裡安裝。"
"Save session data in","將會話數據保存在"
"Save session files in","將會話文件保存在"
"Secure Base URL","安全基準URL"
"Session storage options","會話存儲選項"
"Setting preferred state to: %s","屬意的設置狀態為: %s"
"Skip Base URL validation before next step","進行下一步前，忽略基準網址校驗"
"Skip Secure URL validation before next step","進行下一步前跳過安全URL檢驗。"
"Table prefix should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","表前綴只能含字母(a-z)、數字(0-9)或下劃線(_)，首字符必須是字母"
"Tables Prefix","Tables前綴"
"There was a problem installing Magento packages. Please read the log, correct errors and retry again.","安裝Magento時出錯，請查看日誌文件，修正錯誤後重試。"
"This Url is invalid","網址不正確"
"Time Zone","時區"
"Url ""%s"" is invalid","網址""%s""不正確"
"Url ""%s"" is not accessible","網址""%s""不正確"
"Use Secure URLs (SSL)","使用安全URLs（SSL）"
"Use Web Server (Apache) Rewrites","使用Web Server (Apache) Rewrites"
"User Name","用戶名"
"User Password","用戶密碼"
"Username","用戶名"
"Web access options","網站通行選項"
"Welcome to Magento's Installation Wizard","歡迎使用Magento安裝嚮導"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","您可指定主機port, 例如: localhost:3307<br />如果您沒有使用默認的 UNIX socket，您可在這裡指定，例如： /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","您可啟動此選項以使用網站服務重寫（web server rewrites）功能來加以優化SEO."
"You're All Set","您已準備好了!"
