"Exclude (comma separated)","不含(逗號分開)"
"Expiration Date","有效期"
"Expiration Date: %s/%s","有效期： %s/%s"
"Export","導出"
"Export CSV","導出CSV"
"Export Filters","導出過濾器"
"Export to:","導出為："
"Export:","導出："
"Extension","插件"
"Extension Name","擴展名"
"Extensions","插件"
"FTP Host[:Port]","FTP 主機[:端口]"
"Failed to add a product to cart by id ""%s""","按序號 ""%s"" 添加商品到購物車失敗"
"Failed to load %1$s.xml or %1$s.ser","加載 %1$s.xml 或 %1$s.ser 失敗"
"Field","行（欄）"
"Field Mapping","映射（Mapping）行"
"File","文件"
"File Information","文件信息"
"File name:","文件名"
"File size should be more than 0 bytes","文件大小必須大於0字節。"
"Final Price","最終價格"
"Finished items creation.","完成項目創建."
"Finished profile execution.","完成執行戶口信息"
"First Name","姓名"
"First Name:","名字："
"Firstname","名字"
"Fixed","固定"
"Flat Catalog Category rebuild error","平面目錄類別重建錯誤"
"Flat Catalog Category was rebuilt successfully","成功重建平面目錄類別"
"Flat Catalog Product rebuild error. Please try again later","平面目錄產品重建錯誤，請稍後再試"
"Flat Catalog Product was rebuilt successfully","成功重建平面目錄產品"
"For category","用於分類"
"For latest version visit: %s","最新版本，請訪問： %s"
"For product","商品"
"Forgot your password?","忘記您的密碼了？"
"Forgot your user name or password?","忘記您的用戶名和密碼了？"
"From","從"
"Gb","Gb"
"General Information","基本信息"
"General Section","基本單元"
"Get Image Base64","獲取圖片 Base64"
"Get help for this page","查看本頁面的幫助"
"Global Attribute","全站屬性"
"Global Record Search","全站記錄搜尋"
"Global Search","全站搜尋"
"Go Today","今天"
"Google Base","Google Base"
"Google Base Items","Google Base商品"
"Grand Total","總額"
"Grid (default) / List","多欄（默認）/ 單欄"
"Grid only","僅多欄"
"Group:","組別："
"Guest","訪客"
"HTTP (unsecure)","HTTP（不安全）"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","協助我們完善Magento - 報告所有錯誤"
"ID","編號"
"ID Path","ID路徑"
"IP Address","IP地址"
"Ignore","忽略"
"Image cache was cleared successfully","成功清除圖片緩存"
"Images","圖片"
"Images (.gif, .jpg, .png)","圖片（.gif, .jpg, .png）"
"Images Cache","圖片緩存"
"Import","導入"
"Import Service","導入服務"
"Import/Export","導入 / 導出"
"Import/Export Advanced","高級導入 / 導出"
"Import/Export Profile","導入 / 導出信息設置"
"Imported <strong>%s</strong> records","已導入<strong>%s</strong>的記錄"
"In","在"
"In Database:","在數據庫："
"In File:","在文件裡："
"Inactive","關閉"
"Incl. Tax","含稅"
"Include","包括"
"Incoming Message","進來的信息"
"Individual Item","單件商品"
"Install","安裝"
"Install Package File","安裝打包文件"
"Installed As","安裝為"
"Installed Extension Info","已安裝插件的信息"
"Installed Version","已安裝版本"
"Installing $pkg, please wait...","正在安裝$pkg，請稍候..."
"Installing selected packages, please wait...","正在安裝所選包，請稍候..."
"Instant Payment Notification (IPN)","及時付款通知 (IPN)"
"Interactive","交互式"
"Interface Locale: %s","本地化界面：%s"
"Invalid Form Key. Please refresh the page.","無效的表單鑰匙。請刷新此頁。"
"Invalid Import Service Specified","無效的被指定導入服務。"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","POST 數據不正確（請檢查 php.ini 中 post_max_size 和 upload_max_filesize 設置）"
"Invalid Secret Key. Please refresh the page.","無效的密碼鑰匙。請刷新此頁。"
"Invalid URL","網址不正確"
"Invalid Username or Password.","無效的用戶名和密碼。"
"Invalid directory: %s","無效的目錄%s"
"Invalid file: %s","無效文件： %s"
"Invalid input data for %s => %s rate","無效的輸入數據 %s => %s率"
"Invalid input:","輸入不正確："
"Invalid parrent block for this block","此方框的父母方框錯誤"
"Invalid section value","單元值不正確"
"Invalid store value","商店值不正確"
"Invalid website value","網址值不正確"
"Inventory Stock Status","庫存狀態"
"Invoice #%s comment added","#%s發票備註添加於"
"Invoice #%s created","#%s發票已創建"
"Invoice History","發票歷史"
"Invoice Totals","總發票"
"Invoice and shipment was successfully created.","成功建立了單據和運輸"
"Invoice cancel error.","發票取消出現錯誤"
"Invoice capture error","發票自動生成出現錯誤"
"Invoice void error","將發票作廢出現錯誤"
"Invoice was successfully canceled.","成功取消發票"
"Invoice was successfully captured","成功生成發票"
"Invoice was successfully created.","成功創建發票"
"Invoice was successfully voided","成功將發票作廢"
"Issue Number","創建號"
"Issuer: %s","創建人: %s"
"Items","商品"
"Items to merge","Items to merge"
"Kb","字節"
"Last 24 hours","最近24小時"
"Last 5 Orders","最新的5個訂單"
"Last 5 Search Terms","最新的5個搜索關鍵詞"
"Last 7 days","最近7天"
"Last Logged In (%s):","最新的登錄（%s）:"
"Last Logged In:","最新的登錄："""
"Last Month","最近1個月"
"Last Name","姓氏"
"Last Name:","姓氏："
"Lastname","姓氏"
"Latest Message:","最新信息："
"Layered Navigation Indices","Layered Navigation檢索"
"Layered Navigation Indices was refreshed successfully","成功刷新分層導航索引"
"Layered Navigation Indices were refreshed successfully","成功刷新分層導航索引"
"Layered Navigation indexing queue cancelled","分層導航索引隊列已取消"
"Layered Navigation indexing queued","分層導航索引進入隊列"
"Layered Navigation process queued to be killed","分成導航進程進入終止隊列"
"Leave empty to use tax identifier","留空，使用稅率標識符"
"Level","水平"
"License","許可"
"License URI","許可 URI"
"License:","許可："
"Lifetime Sales","所有的銷售額"
"Links","連接"
"List (default) / Grid","單欄（默認） /多欄"
"List only","僅單欄"
"Load Template","加載模版"
"Load default template","加載默認模版"
"Load local Package","加載本地安裝包"
"Loading...","加載中..."
"Local Server","本地服務器"
"Local/Remote Server","本地/遠程服務器"
"Locale","本地化"
"Log Out","退出"
"Log in to Admin Panel","登錄到後台管理面板"
"Log into Magento Admin Page","登錄到Magento後台管理面板"
"Logged in as %s","登錄為%s"
"Login","登錄"
"MAJOR","重要"
"MINOR","次要"
"MS Excel XML","微軟 Excel XML"
"Magento Admin","Magento後台管理"
"Magento Commerce - Administrative Panel","Magento Commerce - 後台管理面板"
"Magento Connect","Magento Connect（插件安裝管理）"
"Magento Connect Manager","Magento 插件安裝管理（Connect Manager）"
"Magento Logo","Magento 標誌"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento 是 Irubin Consulting Inc. DBA Varien 的註冊商標。版權所有 &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento版本： %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; 是 Irubin Consulting Inc. DBA Varien 的註冊商標。<br/>版權所有 &copy; %s Irubin Consulting Inc."
"Maintainers","維護"
"Manage Currency Rates","貨幣匯率管理"
"Manage Customers","管理顧客管理"
"Manage Installed Extensions","管理已安裝插件"
"Manage Ratings","評價管理"
"Manage Stores","商店管理"
"Manage osCommerce Orders","osCommerce訂單管理"
"Manage osCommerce Profiles","osCommerce信息管理"
"Mapping Configuration","映射配置"
"Matched expression","匹配表達式"
"Max","最多"
"Maximum","最多"
"Mb","Mb"
"Media (.avi, .flv, .swf)","多媒體 (.avi, .flv, .swf)"
"Merge Now","Merge Now"
"Messages Inbox","信息箱"
"Min","最少/小"
"Minimum","最少"
"Module version conflict!","組件版本衝突!"
"Month","月份"
"Most Viewed Products","瀏覽次數最多的商品"
"Multiple Select","多選項"
"My Account","我的帳號"
"N/A","無"
"NOTICE","公告"
"Name","名字"
"Name on Card","信用卡上的名字"
"Name on the Card: %s","信用卡上的名字：%s"
"Name:","名字："
"New Accounts","新帳號"
"New Api Key","新 Api 密鑰"
"New Customers","新顧客"
"New Email Template","新電郵模版"
"New Extension","新的插件"
"New Item Type","新商品類型"
"New Password","新密碼"
"New Profile","新用戶信息"
"New Store View","新商店界面"
"New System Template","新系統模版"
"New Tag","新標籤"
"New Template","新模版"
"New User","新用戶"
"New Website","新網站"
"New admin password","新後台管理密碼"
"Next month (hold for menu)","下個月（點擊鼠標直到菜單出現）"
"Next page","下一頁"
"Next year (hold for menu)","明年（點擊鼠標直到菜單出現）"
"No","否"
"No (price without tax)","否 （價格不含稅）"
"No Data Found","尚無數據"
"No Extensions Found","沒有找到插件"
"No Templates Found","找不到模版"
"No change","尚無更新"
"No profile","沒有配置文件"
"No profile loaded...","沒用戶信息被加載..."
"No records found for this period.","找不到這階段的記錄"
"No records found.","尚無記錄"
"No search keywords.","沒搜索詞彙"
"No search modules registered","沒有註冊的搜索模塊"
"None","無"
"Note:","注意："
"Notes","注意"
"Notes:","備註："
"Number of Orders","訂單數量"
"Number of Use","使用次數"
"Number of Uses","搜索次數"
"Number of records:","記錄次數"
"Old rate:","舊價："
"One of options row has error","其中一行選項有錯誤"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","僅""全站""屬性、輸入類型""下拉菜單""和用於創建可配置商品""是""才可用。"
"Only mapped fields","僅映射（mapped）行。"
"Optional","任意"
"Options","選項"
"Order #%s","訂單#%s"
"Order #%s (%s)","訂單#%s（%s）"
"Order Totals","總訂單"
"Order confirmation email not sent","沒有發送訂單確認郵件"
"Order confirmation email sent","訂單確認郵件已發送"
"Order not longer exist","訂單不再存在"
"Order not longer exist.","訂單不再存在"
"Orders","訂單"
"Original Magento attribute names in first row:","Magento原有屬性名為第一欄"
"PEAR Configuration was successfully saved","成功保存PEAR設置"
"PEAR Console","PEAR 控制面板"
"PEAR config","PEAR 設置"
"PHP Version","PHP 版本"
"Package","設計包"
"Package %s data was successfully loaded","成功加載安裝包%s的內容"
"Package Extensions","插件包"
"Package File Name","安裝包文件名"
"Package Info","安裝包信息"
"Package Information","安裝包信息"
"Packages","設計包"
"Page","頁"
"Parent Product Thumbnail","主級（Parent）商品縮略圖"
"Passive mode","被動模式"
"Password","密碼"
"Password Confirmation","密碼確認碼"
"Password:","密碼："
"Path","路徑"
"Path:","路徑："
"PayPal Email","PayPal 電子郵件"
"Payment Data Transfer (PDT)","支付數據傳送 (PDT)"
"Payment method must be specified","必須指定支付方式"
"Pending Tags","待審標籤"
"Pending installation...","安裝等待中..."
"Per Item","一個商品"
"Per Order","一個訂單"
"Percent","百分比"
"Performed At","演示於"
"Period","區間"
"Permanent (301)","永久 (301)"
"Permissions","權限"
"Personal Information","個人信息"
"Phone:","電話："
"Please confirm site switching. All data that hasn't been saved will be lost.","請確認網站卻換。未儲存的數據將不被保留。"
"Please enter 6 or more characters.","請輸入6或更長字母。"
"Please enter a number greater than 0 in this field.","請輸入大於0的值。"
"Please enter a valid $ amount. For example $100.00.","請輸入有效的$金額。例如：$100.00。"
"Please enter a valid URL. For example http://www.example.com or www.example.com","請輸入有效的URL。例如：http://www.example.com 或 www.example.com"
"Please enter a valid URL. http:// is required","請輸入有效的URL。http://為必填項。"
"Please enter a valid credit card number.","請輸入有效的信用卡號碼。"
"Please enter a valid date.","請輸入有效的日期。"
"Please enter a valid email address. For example johndoe@domain.com.","請輸入有效的電郵，例如johndoe@domain.com."
"Please enter a valid number in this field.","請輸入有效的號碼。"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","請輸入有效的電話號碼，例如（123）456-7890 或 123-456-7890。"
"Please enter a valid social security number. For example 123-45-6789.","請輸入有效的設安卡號，例如123-45-6789。"
"Please enter a valid value from list","請從列表裡輸入有效值。"
"Please enter a valid value, ex: 10,20,30","請輸入有效值，例如：10,20,30"
"Please enter a valid zip code.","請輸入有效的郵編。"
"Please enter a valid zip code. For example 90602 or 90602-1234.","請輸入有效的郵編，例如 90602 或 90602-1234。"
"Please enter valid password.","請輸入有效的密碼。"
"Please fill in 'email' field.","請填寫'電子郵件'欄目。"
"Please make sure that all global admin search modules are installed and activated.","請確定所有全站的管理搜尋模塊已安裝並已啟動。"
"Please make sure that your changes were saved before running the profile.","演示此信息前請確認您的更新已儲存。"
"Please make sure your passwords match.","請確定您的密碼匹配。"
"Please select State/Province.","請選擇省份。"
"Please select a custmer","請選擇客戶"
"Please select a store","請選擇商店"
"Please select an option.","請選擇一個選項。"
"Please select catalog searches","請選擇目錄搜索"
"Please select customer(s)","請選擇客戶"
"Please select one of the above options.","請選擇以上的一個選項。"
"Please select one of the options.","請選擇其中一個選項。"
"Please select review(s)","請選擇評論"
"Please select tag(s)","請選擇標籤"
"Please specify admin custom URL","請輸入管理員自定URL"
"Please specify at least start or end date.","請指定至少一個開始和結束日期。"
"Please use in this field only ""a-z,0-9,_"".","請僅使用字符（a-z）和數字（0-9）。"
"Please use letters only (a-z) in this field.","請僅使用字符（a-z）。"
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","該欄目只能輸入數字，不能輸入空格或點、逗號等字符。"
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","請僅使用字符（a-z）或數字（0-9）。空格和字母不允許。"
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","請僅使用字符（a-z）或數字（0-9）或空格和 #。"
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","請使用此日期格式： dd/mm/yyyy. 例如17/03/2006 為三月十七日二00六。"
"Please wait, loading...","請等待，加載中..."
"Please wait...","請等待..."
"Please, add a few answers to this poll first","請先給該投票增加選項"
"Please, select a store view","Please, select a store view"
"Please, select visible in stores to this poll first","請先給該投票設置在商店的可見性"
"Poll Manager","問卷管理員"
"Poll was successfully deleted","成功刪除投票"
"Poll was successfully saved","成功保存投票"
"Position of Watermark for %s","水印位置 %s"
"Preferred state","首選省份"
"Preparing to change $pkg, please wait...","準備修改$pkg，請稍候..."
"Prev. month (hold for menu)","上個月（點擊鼠標直到菜單出現）"
"Prev. year (hold for menu)","前年（點擊鼠標直到菜單出現）"
"Preview","預覽"
"Preview Template","預覽模版"
"Previous page","前頁"
"Price","價格"
"Price alert subscription was saved successfully","成功保存價格提醒訂閱"
"Price:","價格："
"Primary Billing Address","首選賬單地址"
"Processed <strong>%s%% %s/%d</strong> items","Processed <strong>%s%% %s/%d</strong> items"
"Processed <strong>%s%% %s/%d</strong> records","完成處理 <strong>%s%% %s/%d</strong> 記錄"
"Product","商品"
"Product Thumbnail Itself","商品縮略圖"
"Product:","商品："
"Products","商品"
"Profile Action","配置文件操作"
"Profile Actions XML","配置文件操作 XML"
"Profile Direction","Profile方向"
"Profile History","Profile歷史"
"Profile Information","Profile信息"
"Profile Name","Profile名"
"Profile Wizard","配置文件嚮導"
"Profile was deleted","配置文件已刪除"
"Profile was successfully saved","成功保存配置文件"
"Profiles","配置文件"
"Promo","促銷"
"Promotions","促銷"
"Provided Files","提供的文件"
"Qty","件數"
"Quantity","件數"
"Queue Refresh","等候刷新"
"Queued... Cancel","等候中... 取消"
"Radio Buttons","單選按鈕"
"Rates","稅率"
"Rating was successfully deleted","成功刪除評級"
"Rating was successfully saved","成功保存評級"
