"Edit","修改"
"Edit Address","修改地址"
"Edit Billing Address","修改賬單地址"
"Edit Items","修改商品"
"Edit Shipping Address","編輯配送地址"
"Edit Terms and Conditions","修改條款"
"Edit Your Cart","修改購物車"
"Email Address","電郵"
"Enable Terms and�Conditions","啟用購買條款"
"Enabled","已啟用"
"Enter a New Address","輸入新地址"
"Enter your coupon code if you have one.","若您有優惠券號，請輸入。"
"Enter your destination to get a shipping estimate.","輸入目的地估計運費。"
"Estimate Shipping and Tax","運費及稅估價"
"Excl. Tax","不含稅"
"Fast and easy check out","快速方便結帳"
"Fax","傳真號"
"Forgot an Item?","忘記商品了？"
"Forgot your password?","忘記密碼？"
"Get a Quote","詢價"
"Grand Total:","共計："
"Grouped product image","組合商品的圖片"
"HTML","HTML"
"ID","ID"
"Incl. Tax","含稅"
"Invalid data","數據不正確"
"Invalid email address ""%s""","郵件地址不正確 ""%s"""
"Invalid shipping method.","配送方式不正確。"
"Items","商品"
"Load customer quote error","加載客戶詢價錯誤"
"Loading next step...","加載下一步..."
"Loading address...","正在加載地址…"
"Login","登錄"
"Manage Checkout Terms and Conditions","管理結算條款"
"Maximum display Recently added item(s)","最近增加商品最大顯示數"
"Maximum qty allowed for Shipping to multiple addresses is %s","多個地址配送允許的最高產品數量為%s"
"Move to Wishlist","移到收藏"
"My Account","我的帳戶"
"My Cart","購物袋"
"My Cart (%s item)","購物車 (%s商品)"
"My Cart (%s items)","購物車 (%s商品)"
"My Cart Link","購物車連接"
"New Address","新地址"
"New Condition","新條款"
"Order #","訂單號 #"
"Order Review","查看訂單"
"Order Success","訂單成功"
"Other items in your order","您訂購的其他商品"
"Password","密碼"
"Payment Failed Email Reciever","支付失敗郵件收件人"
"Payment Failed Email Sender","支付失敗郵件發件人"
"Payment Failed Emails","支付失敗郵件"
"Payment Failed Template","支付失敗模版"
"Payment Information","支付信息"
"Payment Method","支付方式"
"Payment method is not defined","支付方式尚未定義"
"Place Order","下訂單"
"Please <a href=""%s"">continue shopping</a>.","請 <a href=""%s"">繼續購物</a>。"
"Please agree to all Terms and Conditions before placing the order.","在下訂單之前請選擇同意所有購買條款。"
"Please agree to all Terms and Conditions before placing the orders.","在下訂單前請選擇同意所有購買條款。"
"Please enter a valid zip code. For example 90602 or 90602-1234.","請輸入正確的郵編，例如 90602 或 90602-1234"
"Please provide the country code (e.g. +852) before telephone number.","請在您的電話號碼之前寫上國家區號（例如：+852）。"
"Please log in below:","請輸入登錄信息："
"Please select city...","請選擇城市"
"Please select region, state or province","請選擇省份或地區"
"Please select shipping address for applicable items","請選擇匹配的商品配送地址"
"Please select shipping methods for all addresses","請選擇所有地址的配送方式"
"Price","價格"
"Proceed to Checkout","結算"
"Product","商品"
"Product Name","商品名稱"
"Product does not exist","商品不存在"
"Qty","件數"
"Quote Lifetime (days)","報價時間 (日)"
"Recently added item(s)","新近添加的物品"
"Register","註冊"
"Register and save time!","註冊帳號，省時方便！"
"Register to Create an Account","註冊帳戶"
"Register with us for future convenience:","註冊帳號讓您將來購物更便利："
"Remove","刪除"
"Remove Item","物品刪除"
"Remove Product","刪除商品"
"Remove item","刪除記錄"
"Review Order","查看訂單"
"Review Order - %s","查看訂單 - %s"
"Sales","銷售"
"Save Condition","儲存條款"
"Save in address book","儲存到地址簿裡"
"Select Address","選擇地址"
"Select Addresses","選擇地址"
"Select Shipping Method","選擇配送方式"
"Select State/Province...","選擇省份..."
"Select a billing address from your address book or enter a new address.","從您的地址簿中選擇賬單地址，或者輸入新的地址。"
"Select a shipping address from your address book or enter a new address.","從您的地址簿中選擇送貨地址，或者輸入新的地址。"
"Send Payment Failed Email Copy Method","支付失敗郵件副本發送方式"
"Send Payment Failed Email Copy To","發送支付失敗郵件副本到"
"Send to","收貨人"
"Ship to Multiple Addresses","多地址發貨"
"Ship to different address","發貨到不同地址"
"Ship to this address","發貨到此地址"
"Shipping Address","配送地址"
"Shipping Information","配送信息"
"Shipping Method","配送方式"
"Shipping Methods","配送方式"
"Shipping to","發貨地址"
"Shopping Cart","購物袋"
"Shopping Cart Sidebar","購物車Sidebar"
"Shopping Cart is Empty","購物車空"
"Show Content as","內容顯示格式"
"State/Province","省份"
"Status","狀態"
"Store View","商店視圖"
"Street Address","街道地址"
"Street Address ","街道地址 "
"Submitting order information...","提交訂單信息..."
"Subtotal","金額"
"Telephone","電話"
"Terms and Conditions","條款"
"Terms and Conditions Information","條款信息"
"Terms and conditions","條款"
"Text","純文本"
"Thank you for your purchase!","感謝您的惠顧！"
"There are <a href=""%s""><strong>%s items</strong></a> in your cart.","您的購物車中有<a href=""%s""><strong>%s件商品</strong></a>。"
"There is <a href=""%s""><strong>1 item</strong></a> in your cart.","購物車中有<a href=""%s""><strong>1件商品</strong></a>。"
"This condition no longer exists","此條款不存在"
"Total","總額"
"Total for this address","此地址之總計"
"Unit Price","單價"
"Update Qty &amp; Addresses","更新件數和地址"
"Update Shopping Cart","更新購物袋"
"Update Total","更新總額"
"Use Billing Address","使用賬單地址"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","我們正處理您的訂單，您很快會收到含有訂單詳細內容的郵件。訂單發貨後，您會收到另一封含有查詢訂單狀態鏈接的郵件。"
"You have no items in your shopping cart.","您的購物車內沒有商品。"
"Click <a href=""%s"">here</a> to continue shopping.","點擊<a href=""%s"">這裡</a>繼續購物。"
"Your Checkout Progress","您的結帳進度"
"Your order # is: %s","您的訂單是：%s"
"Your order # is: <a href=""%s"">%s</a>","您的訂單號碼是: <a href=""%s"">%s</a>"
"Your order has been received","您的訂單已收到"
"Your order number is ","您的訂單號碼是 "
"Zip/Postal Code","郵編"
"osCommerce Orders","osCommerce 訂單"
"separate by "",""","多個記錄以半角逗號 "","" 分割"
"My Cart","我的購物車"
"SHOP NOW","立即購買"
"Out of stock","缺貨"
"Style #:","商品號碼:"
"ITEMS","項目"
"DESCRIPTION","產品描述"
"SIZE","尺碼"
"COLOR","顏色"
"QUANTITY","數量"
"PRICE","價格"
"SKU#:","商品號碼："
"Promotion Code:","優惠碼："
"Gift Cards:","禮品卡代碼 :"
"Shipping","配送"
"Payment","支付"
"Confirmation","確認"
"Previous Step","返回"
"Delivery Method","配送方式"
"Add Shipping Address","添加配送地址"
"Remarks","備註"
"Free","免郵費"
"Fixed","固定郵費"
"Proceed to Purchase","繼續購買"
"Phone","電話號碼"
"Invoice Need?","需要發票？"
"Invoice Title","發票抬頭"
"Your order summary","購物總金額"
"Order No.: %s","訂單號：%s"
"Back to Shopping","繼續購物"
"Date: %s","日期：%s"
"Go to Shopping Cart","我的購物袋"
"cant ship to","不能發貨到"
"Credit Card (saved) ","信用卡支付"
"Check / Money order ","支票/匯票"
"Time: %s","時間:%s"
"If you don't want to register, please check out as a Guest","如果您不想註冊，請以訪客身份進行結算"
"Your order (Order No:%s) already shipped by %s","您的訂單 (訂單號:%s) 已經由%s發貨"
"Tracking Number is %s, Please pay attention on this order.","請您注意簽收。"
